Season,Rk,Team,G,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,1,San Antonio Spurs*,82,240.9,45.3,93.4,0.485,NA,NA,NA,45.3,93.4,0.485,24.5,30.8,0.797,13.5,31.1,44.6,25.8,10.5,6.1,21.6,24,115
1,2,Denver Nuggets*,82,241.2,43.8,91.1,0.481,NA,NA,NA,43.8,91.1,0.481,25,33.9,0.738,15.7,32.9,48.6,27.6,11.6,5.7,24.5,26.1,112.6
1,3,Portland Trail Blazers*,82,240.6,44.2,91.9,0.481,NA,NA,NA,44.2,91.9,0.481,23.4,30.7,0.762,15.4,33,48.3,24.3,10.6,6,21.4,27.1,111.7
1,4,Golden State Warriors*,82,241.2,45.4,95.5,0.475,NA,NA,NA,45.4,95.5,0.475,20.1,26.5,0.759,15.9,32.2,48,25.9,11,5.3,19.8,25.1,110.9
1,5,Philadelphia 76ers*,82,241.2,42.8,89.3,0.48,NA,NA,NA,42.8,89.3,0.48,24.5,33.3,0.736,15.8,33.6,49.3,24,9.9,6.8,23.4,25.3,110.2
1,6,Detroit Pistons*,82,240.6,45.9,95,0.483,NA,NA,NA,45.9,95,0.483,17.6,23.9,0.736,14.3,30.4,44.7,24.4,10.7,5.6,21,26.8,109.4
1,7,New York Knicks,82,240.9,44.6,91.8,0.486,NA,NA,NA,44.6,91.8,0.486,19.4,25.3,0.764,11.9,32.7,44.6,23.9,8.7,3.7,20.5,24.5,108.6
1,8,Milwaukee Bucks,82,240.3,44.7,95.6,0.468,NA,NA,NA,44.7,95.6,0.468,18.9,25.3,0.75,14.9,30.7,45.6,24,9.6,4.2,20.1,25.5,108.4
1,9,Kansas City Kings,82,241.8,43.4,94.3,0.46,NA,NA,NA,43.4,94.3,0.46,20.8,26.1,0.797,14.9,31.6,46.5,24.2,10.4,4.7,19.2,26.5,107.7
1,10,Los Angeles Lakers*,82,241.5,44.7,93.4,0.478,NA,NA,NA,44.7,93.4,0.478,17.5,23.7,0.74,14.4,32,46.4,25.1,9.8,5.4,18.8,22.8,106.9
1,11,Indiana Pacers,82,240.9,43,95.6,0.449,NA,NA,NA,43,95.6,0.449,20.9,28,0.746,17.2,31.5,48.7,24.5,11.3,5.6,19.6,24.8,106.8
1,12,Houston Rockets*,82,241.2,43.1,89.3,0.483,NA,NA,NA,43.1,89.3,0.483,20.2,25.6,0.787,15.3,32.1,47.4,23.3,7.5,5,19.5,26,106.4
1,13,Washington Bullets*,82,240.6,42.9,91.2,0.47,NA,NA,NA,42.9,91.2,0.47,19.8,27.6,0.716,14.5,33.6,48.1,23.6,7.8,5.3,20.5,23.7,105.5
1,14,Buffalo Braves,82,240.6,41,91.2,0.45,NA,NA,NA,41,91.2,0.45,22.9,30.4,0.754,14.8,32,46.8,23,8.3,4.8,20.7,22.5,105
1,15,Phoenix Suns,82,240.6,41.5,88.4,0.47,NA,NA,NA,41.5,88.4,0.47,21.8,28.6,0.764,12.9,30.4,43.3,25.6,9.1,4.2,22.3,25.5,104.9
1,16,New Orleans Jazz,82,241.2,42,92.7,0.453,NA,NA,NA,42,92.7,0.453,20.6,26.6,0.773,15.2,34.5,49.7,22.6,7.5,4.4,20.8,25.6,104.6
1,17,Boston Celtics*,82,241.8,42.2,94.8,0.445,NA,NA,NA,42.2,94.8,0.445,20.1,26.6,0.756,15.1,36.2,51.3,24.5,6.2,3.2,20.4,24.9,104.5
1,18,Seattle SuperSonics,82,241.5,41.9,93.2,0.45,NA,NA,NA,41.9,93.2,0.45,20.1,29.1,0.69,16.5,29.7,46.2,21.6,11.4,6.1,21.5,26.8,104
1,19,Atlanta Hawks,82,240.3,40,87.5,0.457,NA,NA,NA,40,87.5,0.457,22.4,29.9,0.749,15.2,30.6,45.8,23,8.9,4,21.7,28.1,102.4
1,20,Cleveland Cavaliers*,82,241.2,42.1,93.8,0.449,NA,NA,NA,42.1,93.8,0.449,17.9,24.3,0.737,16,31.3,47.3,22.5,7.1,5.8,16.5,23.8,102.1
1,21,Chicago Bulls*,82,241.5,39.6,87.6,0.452,NA,NA,NA,39.6,87.6,0.452,19.7,26.3,0.747,15.8,33,48.7,24.3,8.5,4.4,18.9,22.8,98.9
1,22,New York Nets,82,240.6,37.8,88.1,0.429,NA,NA,NA,37.8,88.1,0.429,20.4,27.7,0.736,14.1,31.1,45.2,17.3,9.8,5.3,19.9,26.6,95.9
1,NA,League Average,82,241,42.8,92,0.465,NA,NA,NA,42.8,92,0.465,20.8,27.7,0.751,15,32.1,47.1,23.9,9.4,5.1,20.6,25.2,106.5
2,1,Philadelphia 76ers*,82,241.8,44.2,91.1,0.486,NA,NA,NA,44.2,91.1,0.486,26.3,34.9,0.752,15.8,32.9,48.7,27.1,9.8,6.7,21.4,26.7,114.7
2,2,San Antonio Spurs*,82,241.2,46.3,92.6,0.5,NA,NA,NA,46.3,92.6,0.5,21.9,27.2,0.804,12.6,31.6,44.2,27.3,9.7,6.7,20.3,22.8,114.5
2,3,New York Knicks*,82,244,46.5,95.4,0.488,NA,NA,NA,46.5,95.4,0.488,20.4,27.1,0.751,14.4,32.8,47.2,28.5,10,5.4,21.5,26.7,113.4
2,4,Milwaukee Bucks*,82,243.7,46.4,96.1,0.482,NA,NA,NA,46.4,96.1,0.482,19.7,27.1,0.726,15.1,30.2,45.4,28.1,10.6,5.8,20.5,24.9,112.4
2,5,Phoenix Suns*,82,241.2,45.5,95.6,0.476,NA,NA,NA,45.5,95.6,0.476,21.3,28.4,0.751,14.2,31.5,45.7,28.5,12.9,4.5,21.5,23.9,112.3
2,6,Denver Nuggets*,82,241.8,43.3,90.7,0.477,NA,NA,NA,43.3,90.7,0.477,25.2,33,0.765,14.4,33.4,47.7,26.7,10,5.1,21.3,25.8,111.8
2,7,Los Angeles Lakers*,82,241.5,45.5,93.6,0.487,NA,NA,NA,45.5,93.6,0.487,19.2,25.5,0.752,13.9,32.3,46.1,27.2,9.8,5,18.9,24,110.3
2,8,Washington Bullets*,82,241.8,43.7,94.8,0.461,NA,NA,NA,43.7,94.8,0.461,23,32.4,0.711,16.5,34.3,50.8,23.8,8.1,4.7,19.7,22.9,110.3
2,9,Kansas City Kings,82,241.8,43.9,94.3,0.466,NA,NA,NA,43.9,94.3,0.466,21.6,27.6,0.785,14.7,32.1,46.8,24.3,9.7,4.5,20.6,27.2,109.5
2,10,Detroit Pistons,82,242.1,43.3,90.5,0.478,NA,NA,NA,43.3,90.5,0.478,22.3,30.4,0.736,15,31.7,46.7,22.4,10.6,4,22.7,24.1,109
2,11,Indiana Pacers,82,241.8,42.7,94.9,0.45,NA,NA,NA,42.7,94.9,0.45,23.2,31.3,0.743,16.9,32,48.9,24.2,9.9,5.6,20,27.2,108.6
2,12,Portland Trail Blazers*,82,240.6,43.4,89.8,0.483,NA,NA,NA,43.4,89.8,0.483,20.9,27.5,0.76,14.5,32.8,47.2,25.2,9.7,4.8,19.8,25.2,107.7
2,13,New Orleans Jazz,82,241.2,43.5,94.1,0.462,NA,NA,NA,43.5,94.1,0.462,20.6,28.4,0.725,16,35.5,51.4,25.4,8.1,6.3,20.7,23.6,107.6
2,14,New Jersey Nets,82,242.7,43.3,97.6,0.443,NA,NA,NA,43.3,97.6,0.443,20.1,28.1,0.717,15.9,31.6,47.6,22.9,10.5,7.7,21.6,28.2,106.7
2,15,Golden State Warriors,82,241.2,43.6,93.3,0.467,NA,NA,NA,43.6,93.3,0.467,18.9,25.4,0.745,14.4,32.1,46.5,25.6,10.6,4.9,18.5,25.8,106.1
2,16,Boston Celtics,82,241.8,42.6,93.1,0.458,NA,NA,NA,42.6,93.1,0.458,20.5,26.3,0.779,15.1,34.8,49.8,24,7.8,3.6,20.1,24.8,105.7
2,17,Buffalo Braves,82,241.5,41.6,89.3,0.466,NA,NA,NA,41.6,89.3,0.466,22,28.2,0.781,13.2,31,44.2,24.1,7.9,4,19.2,24.6,105.3
2,18,Seattle SuperSonics*,82,241.2,42,94.1,0.447,NA,NA,NA,42,94.1,0.447,20.4,28.7,0.712,17.8,31.7,49.5,21.9,9.5,5.2,20,24.5,104.5
2,19,Cleveland Cavaliers*,82,242.4,42.6,94,0.454,NA,NA,NA,42.6,94,0.454,19.1,25.8,0.741,14.5,32.6,47.1,21.2,8.4,5.5,16.9,22.3,104.4
2,20,Chicago Bulls,82,240.9,40.6,85.9,0.473,NA,NA,NA,40.6,85.9,0.473,22.7,30.1,0.754,15.2,31.4,46.6,25.8,8.1,3.9,20.3,23.5,103.9
2,21,Houston Rockets,82,240.6,43,93.8,0.458,NA,NA,NA,43,93.8,0.458,17.9,23.1,0.774,15.9,29.5,45.4,23.7,8.3,3.9,16.8,24.7,103.8
2,22,Atlanta Hawks*,82,241.8,40.7,88.5,0.46,NA,NA,NA,40.7,88.5,0.46,22.4,28.2,0.793,14.1,28.8,42.9,23.2,11.2,5,19.4,30.1,103.7
2,NA,League Average,82,241.8,43.6,92.9,0.469,NA,NA,NA,43.6,92.9,0.469,21.4,28.4,0.752,15,32.1,47.1,25,9.6,5.1,20.1,25.2,108.5
3,1,San Antonio Spurs*,82,241.8,47.9,94.6,0.506,NA,NA,NA,47.9,94.6,0.506,23.5,29.5,0.795,13.4,31.9,45.3,28.2,10.1,6.2,20.1,25.3,119.3
3,2,Phoenix Suns*,82,241.2,46.9,91.7,0.512,NA,NA,NA,46.9,91.7,0.512,21.5,28,0.768,13.2,29,42.2,30.5,11.2,4.1,21.5,23.7,115.4
3,3,Washington Bullets*,82,241.2,46.6,96,0.485,NA,NA,NA,46.6,96,0.485,21.8,29.6,0.735,16,33.8,49.7,26.5,7.5,4.9,17.3,22,114.9
3,4,Milwaukee Bucks,82,242.4,47.6,94.8,0.503,NA,NA,NA,47.6,94.8,0.503,18.8,24.6,0.762,14.1,28.9,43,31.2,10.5,5.3,19.2,25.7,114.1
3,5,Houston Rockets*,82,241.2,45.4,91.4,0.497,NA,NA,NA,45.4,91.4,0.497,22.5,28.4,0.792,15.3,30.5,45.9,28.1,7.7,3.5,18.4,24.4,113.4
3,6,San Diego Clippers,82,240.6,45.4,94,0.483,NA,NA,NA,45.4,94,0.483,22.4,30.1,0.743,17,29.4,46.4,18.8,8.6,4.8,19.8,25.9,113.1
3,7,Kansas City Kings*,82,242.1,45.9,93.2,0.492,NA,NA,NA,45.9,93.2,0.492,21.3,29.2,0.73,14.5,29.3,43.8,27.3,10.1,4.8,19.9,29.5,113.1
3,8,Los Angeles Lakers*,82,241.2,46.7,90.2,0.517,NA,NA,NA,46.7,90.2,0.517,19.6,25.5,0.769,11.6,31.2,42.8,28.5,9.7,6.1,19.1,22.6,112.9
3,9,Denver Nuggets*,82,240.3,42.9,89.2,0.481,NA,NA,NA,42.9,89.2,0.481,25,34.6,0.72,15.9,31.7,47.6,26.4,8.2,5.1,20.3,25.7,110.7
3,10,Detroit Pistons,82,241.2,45.2,95.1,0.475,NA,NA,NA,45.2,95.1,0.475,19.6,27.3,0.717,15.9,29,44.9,25.5,10.3,6.7,19.5,26.1,110
3,11,Philadelphia 76ers*,82,241.5,43.7,89.5,0.488,NA,NA,NA,43.7,89.5,0.488,22.1,29.4,0.753,14,33.1,47.1,27.5,9.5,7.3,21.6,25.3,109.5
3,12,Atlanta Hawks*,82,242.1,42.7,90.4,0.473,NA,NA,NA,42.7,90.4,0.473,23.7,30.9,0.766,16.8,28.5,45.4,23.6,9.8,7.3,18.6,29.6,109.1
3,13,Indiana Pacers,82,240.3,43.6,91.8,0.475,NA,NA,NA,43.6,91.8,0.475,21.5,28.3,0.759,14.9,30.9,45.8,24.5,8.4,5.1,18.7,25.5,108.6
3,14,Portland Trail Blazers*,82,241.2,43.2,89.5,0.483,NA,NA,NA,43.2,89.5,0.483,22,28.8,0.765,15.3,29.7,45,23.7,9.5,6.2,20.2,26.7,108.4
3,15,New Orleans Jazz,82,240.3,42.9,91.6,0.468,NA,NA,NA,42.9,91.6,0.468,22.5,29.4,0.767,15,32.6,47.7,25.4,9.3,6.8,21.5,23.7,108.3
3,16,Boston Celtics,82,240,43,89.6,0.48,NA,NA,NA,43,89.6,0.48,22.2,28.3,0.784,13.6,29.2,42.9,24.3,8.7,3.5,20.9,24.1,108.2
3,17,New York Knicks,82,241.2,44.8,92.1,0.487,NA,NA,NA,44.8,92.1,0.487,18,25.7,0.7,14.6,29.6,44.3,25.9,8.5,4.8,19.6,26.3,107.7
3,18,New Jersey Nets*,82,240.9,42.2,91.7,0.46,NA,NA,NA,42.2,91.7,0.46,23.2,31.9,0.729,15.1,28.9,44,23.3,10.4,7.5,22.7,28.4,107.7
3,19,Seattle SuperSonics*,82,240.9,42.7,91.3,0.468,NA,NA,NA,42.7,91.3,0.468,21.1,28,0.754,16,31.6,47.6,24.1,8.4,4.9,19.3,23.3,106.6
3,20,Cleveland Cavaliers,82,240,43.4,92.7,0.468,NA,NA,NA,43.4,92.7,0.468,19.8,25.6,0.77,15,27.5,42.5,21.9,8.4,4.1,16.8,24.7,106.5
3,21,Golden State Warriors,82,241.2,44.2,90.9,0.487,NA,NA,NA,44.2,90.9,0.487,16.7,22.8,0.73,14.3,30.6,44.9,25.2,9.4,5.1,18.3,24.7,105.1
3,22,Chicago Bulls,82,241.2,42.4,86.7,0.489,NA,NA,NA,42.4,86.7,0.489,19.9,26.6,0.747,14.9,31,46,26.5,7,4,22.1,24,104.7
3,NA,League Average,82,241.1,44.5,91.7,0.485,NA,NA,NA,44.5,91.7,0.485,21.3,28.3,0.752,14.8,30.4,45.2,25.8,9.1,5.4,19.8,25.3,110.3
4,1,San Antonio Spurs*,82,240.9,47,94.4,0.498,0.6,2.5,0.252,46.4,91.9,0.505,24.7,30.8,0.801,14.1,30.7,44.7,28.4,9.4,4.1,19.4,25.6,119.4
4,2,Los Angeles Lakers*,82,242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,45.6,29.4,9.4,6.7,20,21.8,115.1
4,3,Cleveland Cavaliers,82,243,46.5,98.1,0.474,0.4,2.3,0.193,46,95.8,0.481,20.8,26.9,0.772,15.9,29,45,25.7,9.3,4.2,16.7,23.6,114.1
4,4,New York Knicks,82,241.2,46.4,93.6,0.496,0.5,2.3,0.22,45.9,91.2,0.503,20.7,27.7,0.747,15.1,28.1,43.2,27.6,10.7,5.6,19.7,26.4,114
4,5,Boston Celtics*,82,242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,44.9,26.8,9.9,3.8,18.8,24.1,113.5
4,6,Indiana Pacers,82,242.1,44.4,93.8,0.473,1.1,3.8,0.28,43.3,89.9,0.481,21.4,28.5,0.751,17,28.4,45.4,26.2,11,6.5,18.5,24.1,111.2
4,7,Phoenix Suns*,82,240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,43,27.8,11.1,4.2,19.9,22.6,111.1
4,8,Houston Rockets*,82,243,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17,27,44,26.2,9.5,4.5,19.1,23.5,110.8
4,9,Milwaukee Bucks*,82,241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,44.4,27.8,9.5,6.2,18.2,23.6,110.1
4,10,Philadelphia 76ers*,82,242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,46.6,27.1,9.7,8,20.8,22.7,109.1
4,11,Detroit Pistons,82,241.2,44.4,92.6,0.48,0.7,2.7,0.26,43.7,90,0.486,19.4,26.2,0.74,15,29.5,44.4,23.8,9.5,6.9,21.2,25.2,108.9
4,12,Seattle SuperSonics*,82,241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,47.9,24.9,9.1,5.2,18.2,22.7,108.5
4,13,New Jersey Nets,82,241.5,42.1,91.5,0.461,1,3.6,0.285,41.1,87.9,0.468,23,29.3,0.782,15,30.9,45.9,25.5,10.6,7.1,20.8,26.6,108.3
4,14,Denver Nuggets,82,241.8,42.2,91.1,0.463,1,3.1,0.325,41.2,88,0.468,22.8,31,0.737,16,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3
4,15,Kansas City Kings*,82,241.5,43.7,91.3,0.478,0.3,1.4,0.219,43.4,89.9,0.482,20.4,27.4,0.743,14.5,29.6,44.1,25.9,10.5,4.3,17.5,26,108
4,16,San Diego Clippers,82,240.9,43,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.482,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6
4,17,Chicago Bulls,82,242.7,41,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,107.5
4,18,Washington Bullets*,82,242.4,43.6,95.1,0.458,0.9,2.9,0.307,42.7,92.2,0.463,18.9,25,0.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,107
4,19,Atlanta Hawks*,82,241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,46,23.3,9.5,6.6,18.2,28,104.5
4,20,Golden State Warriors,82,242.4,43,89.2,0.482,0.3,1.5,0.223,42.7,87.8,0.486,17.2,23.3,0.738,14.1,29.7,43.8,24.7,9.5,4.1,18.2,25.4,103.6
4,21,Portland Trail Blazers*,82,241.2,41.6,87.4,0.476,0.3,1.6,0.197,41.2,85.8,0.481,19,25.6,0.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,102.5
4,22,Utah Jazz,82,241.5,41.2,83.1,0.496,0.7,2.3,0.319,40.5,80.9,0.501,19.2,23.7,0.809,11.8,28.8,40.6,24.5,8,4.4,18.8,24.5,102.4
4,NA,League Average,82,241.8,43.6,90.6,0.481,0.8,2.8,0.28,42.9,87.9,0.488,21.3,27.8,0.764,15.1,29.9,44.9,25.8,9.4,5.3,18.9,24.4,109.3
5,1,Denver Nuggets,82,243.4,46.1,97.1,0.475,0.4,1.8,0.207,45.8,95.3,0.48,29.1,37.2,0.783,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8
5,2,Milwaukee Bucks*,82,240.9,45.4,91.1,0.498,0.4,1.6,0.229,45,89.5,0.503,22,28.5,0.77,15.4,29.4,44.7,28.3,10.5,6.5,19.3,26.8,113.1
5,3,San Antonio Spurs*,82,241.5,43.5,88.7,0.491,0.2,1,0.176,43.4,87.7,0.495,25,32.5,0.769,15.9,31.5,47.4,25,8.4,7.8,18.7,25.8,112.3
5,4,Philadelphia 76ers*,82,242.1,44.3,86.3,0.514,0.2,1,0.226,44.1,85.2,0.518,22.7,29.6,0.768,13.3,31.9,45.2,28.9,10.5,7.2,20.8,25.1,111.7
5,5,Los Angeles Lakers*,82,241.5,46.1,90,0.512,0.2,1.1,0.181,45.9,88.9,0.516,18.8,25.8,0.729,14.2,30.4,44.6,28.8,9.9,6.7,19,23.8,111.2
5,6,Portland Trail Blazers*,82,242.1,45.6,91.9,0.496,0.3,1.8,0.169,45.3,90.1,0.503,19.2,26.7,0.718,15.2,29.1,44.3,27.4,9.4,5.9,18.5,24.8,110.7
5,7,Phoenix Suns*,82,240.9,43.7,89.3,0.49,0.4,2,0.217,43.3,87.4,0.496,22.1,29.6,0.745,15,30.4,45.4,26.9,10.7,5.1,21.1,24.3,110
5,8,Boston Celtics*,82,241.2,43.7,86.6,0.504,0.8,2.9,0.27,42.9,83.6,0.513,21.7,28.9,0.752,14.1,29.6,43.6,26.9,8.3,7.2,19.2,24.3,109.9
5,9,Golden State Warriors,82,240.6,43.4,88.8,0.489,0.7,2.6,0.286,42.7,86.3,0.495,22.3,30.6,0.727,17.1,28.9,46,24.7,7.5,3.7,18.9,26.3,109.8
5,10,Chicago Bulls*,82,241.2,42.2,84.2,0.501,0.5,2.2,0.212,41.7,82,0.508,24.2,31.3,0.774,15,30.2,45.1,23.5,8.9,6.3,20.4,25.1,109
5,11,Houston Rockets*,82,241.5,43.6,89.5,0.487,0.3,1.4,0.178,43.3,88,0.492,20.9,27.1,0.77,14.8,28.6,43.5,25.6,8.6,4.8,17.7,23.2,108.3
5,12,New York Knicks*,82,241.8,42.7,88.5,0.483,0.7,2.9,0.237,42.1,85.6,0.491,21.7,29.1,0.747,13.9,26.9,40.8,24.1,10.5,3.8,17.8,23.4,107.9
5,13,Indiana Pacers*,82,240.6,42.6,88.4,0.482,0.4,2.1,0.178,42.2,86.3,0.489,22.1,31,0.715,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6
5,14,Kansas City Kings*,82,241.8,43.6,87.2,0.5,0.6,2,0.292,43,85.2,0.505,19.2,26.9,0.714,12.6,29.9,42.5,27.7,8.8,4.7,17.7,25.5,106.9
5,15,New Jersey Nets,82,241.5,42.4,89.2,0.475,0.4,1.7,0.246,42,87.5,0.48,21.7,28.9,0.751,13.3,29,42.3,25.2,9.1,5.6,20.3,26.9,106.9
5,16,San Diego Clippers,82,240.6,42.4,88.8,0.477,1.6,5,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5
5,17,Cleveland Cavaliers,82,241.2,43.4,92.8,0.467,0.9,3,0.289,42.5,89.8,0.473,18.1,23.3,0.778,15.3,27.4,42.7,24.5,7.7,3.9,17,24.3,105.7
5,18,Washington Bullets,82,241.2,43.3,91.7,0.472,0.8,2.9,0.27,42.5,88.7,0.479,18.3,25.3,0.723,14.1,30.9,45,26.2,7.8,4.8,17.3,23.1,105.6
5,19,Atlanta Hawks,82,243,40.1,83.7,0.479,0.1,1,0.122,40,82.7,0.484,24.5,31.6,0.777,14.6,27.1,41.8,22.5,9.1,5.7,19.6,27.8,104.9
5,20,Seattle SuperSonics,82,241.2,40.8,87.1,0.468,0.4,1.4,0.274,40.4,85.7,0.471,22.1,29,0.763,14.2,29.7,43.9,23.7,7.7,5.3,18.6,24.2,104
5,21,Dallas Mavericks,82,241.2,39.1,84.5,0.462,0.6,2,0.279,38.5,82.5,0.467,22.8,30.3,0.751,13.5,26.5,40.1,24.2,6.8,2.6,17.5,24.5,101.5
